Age,Gender,ItemPurchased,Category,PurchaseAmount(USD),Location,Color,Season
37,Male,Jacket,Outerwear,97,New Jersey,Gold,Summer
54,Male,Blouse,Clothing,100,Utah,Gold,Fall
50,Male,Blouse,Clothing,96,North Carolina,Indigo,Fall
25,Male,Gloves,Accessories,99,Rhode Island,Blue,Spring
47,Male,Shorts,Clothing,91,Arkansas,Black,Winter
63,Male,Hat,Accessories,30,Maryland,Black,Winter
64,Male,Shoes,Footwear,65,South Carolina,Teal,Summer
18,Male,Boots,Footwear,93,Ohio,Yellow,Winter
59,Male,Jacket,Outerwear,81,Illinois,White,Fall
37,Male,Jewelry,Accessories,81,Georgia,Orange,Summer
23,Male,Sunglasses,Accessories,52,Alabama,Silver,Winter
54,Male,Skirt,Clothing,88,Oklahoma,Pink,Summer
38,Male,Jeans,Clothing,24,Vermont,Turquoise,Winter
19,Male,Backpack,Accessories,51,Nebraska,Orange,Spring
34,Male,Backpack,Accessories,38,Georgia,Peach,Fall
21,Male,Shorts,Clothing,46,Alabama,Pink,Fall
50,Male,Dress,Clothing,63,Minnesota,Teal,Summer
55,Male,Scarf,Accessories,72,Missouri,White,Winter
20,Male,Jeans,Clothing,39,Georgia,Gray,Winter
34,Male,Coat,Outerwear,42,West Virginia,Olive,Spring
62,Male,Sweater,Clothing,76,Arkansas,Maroon,Summer
21,Male,Sneakers,Footwear,66,Ohio,Magenta,Summer
21,Male,Scarf,Accessories,90,Connecticut,Magenta,Spring
42,Male,Sweater,Clothing,56,North Dakota,Green,Summer
35,Male,Jewelry,Accessories,43,Kansas,Turquoise,Winter
39,Male,Handbag,Accessories,84,Iowa,Yellow,Winter
68,Male,Hoodie,Clothing,88,Vermont,Gray,Summer
46,Male,Hat,Accessories,88,Wisconsin,Peach,Fall
41,Male,Belt,Accessories,42,Connecticut,Yellow,Winter
23,Male,Hoodie,Clothing,73,Oklahoma,White,Fall
68,Male,Hat,Accessories,73,Missouri,Lavender,Summer
48,Male,Shoes,Footwear,44,Tennessee,Blue,Spring
38,Male,Sandals,Footwear,63,New Mexico,Charcoal,Fall
41,Male,Jacket,Outerwear,68,Iowa,Red,Winter
58,Male,Sweater,Clothing,29,Maine,Olive,Spring
49,Male,Socks,Clothing,85,South Dakota,Green,Summer
57,Male,Sneakers,Footwear,42,Colorado,Silver,Winter
49,Male,Coat,Outerwear,69,Vermont,Silver,Summer
50,Male,Shirt,Clothing,62,Michigan,Black,Fall
28,Male,Backpack,Accessories,48,Nevada,Red,Summer
38,Male,Boots,Footwear,68,Indiana,Indigo,Winter
33,Male,Handbag,Accessories,36,Michigan,Cyan,Fall
30,Male,Dress,Clothing,63,California,Maroon,Fall
43,Male,Sneakers,Footwear,39,Oklahoma,Silver,Winter
43,Male,Boots,Footwear,78,Iowa,Lavender,Spring
36,Male,Shoes,Footwear,99,Rhode Island,Silver,Winter
36,Male,T-shirt,Clothing,31,Washington,Purple,Fall
64,Male,Boots,Footwear,45,Florida,Cyan,Spring
59,Male,Pants,Clothing,30,South Carolina,Cyan,Fall
55,Male,Shoes,Footwear,24,West Virginia,Lavender,Summer
42,Male,Shoes,Footwear,22,Missouri,Maroon,Winter
61,Male,T-shirt,Clothing,63,Maine,Gray,Spring
28,Male,Scarf,Accessories,40,Georgia,Olive,Fall
65,Male,Shorts,Clothing,20,Maine,Magenta,Spring
27,Male,Jewelry,Accessories,20,Illinois,Yellow,Winter
41,Male,T-shirt,Clothing,80,Delaware,Cyan,Summer
21,Male,Shirt,Clothing,87,West Virginia,Teal,Fall
61,Male,Shirt,Clothing,46,Hawaii,Yellow,Fall
19,Male,Gloves,Accessories,49,New York,Peach,Winter
22,Male,Scarf,Accessories,65,New Mexico,Peach,Fall
64,Male,Skirt,Clothing,62,Indiana,Olive,Winter
28,Male,Hat,Accessories,67,Kentucky,Charcoal,Spring
34,Male,Hoodie,Clothing,41,West Virginia,Indigo,Fall
61,Male,Boots,Footwear,49,North Dakota,Silver,Fall
24,Male,Blouse,Clothing,100,Oregon,Beige,Fall
19,Male,Belt,Accessories,54,Minnesota,Blue,Summer
51,Male,Sunglasses,Accessories,84,South Carolina,White,Spring
36,Male,Shorts,Clothing,41,Vermont,Gold,Winter
65,Male,Gloves,Accessories,88,Minnesota,Blue,Spring
46,Male,Sandals,Footwear,40,Delaware,Orange,Spring
59,Male,Shirt,Clothing,39,Pennsylvania,Gold,Summer
51,Male,Coat,Outerwear,37,Iowa,Cyan,Spring
51,Male,Pants,Clothing,52,New Jersey,Red,Winter
21,Male,T-shirt,Clothing,23,South Carolina,Yellow,Winter
34,Male,Sneakers,Footwear,88,Maryland,Beige,Winter
32,Male,Shorts,Clothing,84,California,Orange,Fall
48,Male,Coat,Outerwear,37,Montana,Magenta,Winter
50,Male,Sandals,Footwear,51,Vermont,Purple,Fall
26,Male,Pants,Clothing,76,Texas,Black,Winter
57,Male,Sandals,Footwear,60,North Carolina,Pink,Spring
65,Male,Gloves,Accessories,72,Florida,Pink,Fall
56,Male,T-shirt,Clothing,45,West Virginia,Maroon,Spring
44,Male,Jacket,Outerwear,84,Illinois,Maroon,Fall
50,Male,Blouse,Clothing,49,Virginia,Turquoise,Summer
27,Male,Socks,Clothing,22,Virginia,Green,Spring
49,Male,Coat,Outerwear,48,Wyoming,Violet,Winter
49,Male,Dress,Clothing,37,South Carolina,Lavender,Spring
52,Male,Jacket,Outerwear,27,Connecticut,Gray,Fall
27,Male,Boots,Footwear,79,Illinois,Teal,Spring
53,Male,Skirt,Clothing,98,Alabama,Red,Spring
34,Male,Sandals,Footwear,64,Washington,Yellow,Summer
33,Male,Coat,Outerwear,32,Alabama,Magenta,Summer
62,Male,Hoodie,Clothing,74,New Mexico,Brown,Winter
38,Male,Jacket,Outerwear,50,Nevada,Blue,Winter
36,Male,Backpack,Accessories,64,Nebraska,Black,Winter
31,Male,Backpack,Accessories,29,Arizona,Olive,Fall
62,Male,Belt,Accessories,62,Georgia,Olive,Summer
29,Male,Coat,Outerwear,78,Idaho,Green,Fall
24,Male,T-shirt,Clothing,94,Missouri,Peach,Fall
63,Male,Sunglasses,Accessories,59,Florida,White,Winter
56,Male,Sneakers,Footwear,47,Minnesota,Red,Summer
63,Male,Gloves,Accessories,57,Maine,White,Fall
40,Male,Coat,Outerwear,90,Montana,Indigo,Winter
18,Male,Shirt,Clothing,60,Alaska,White,Spring
50,Male,Sneakers,Footwear,77,Iowa,Teal,Fall
66,Male,Scarf,Accessories,41,Arizona,Indigo,Fall
25,Male,Jewelry,Accessories,48,Louisiana,Red,Fall
65,Male,Jacket,Outerwear,65,Alabama,Blue,Fall
53,Male,Jeans,Clothing,62,Missouri,Blue,Summer
61,Male,Shoes,Footwear,99,Idaho,Black,Fall
67,Male,Hoodie,Clothing,58,Florida,Olive,Winter
59,Male,Backpack,Accessories,43,Idaho,Lavender,Fall
55,Male,Sneakers,Footwear,93,Alabama,Indigo,Spring
21,Male,Blouse,Clothing,50,New Hampshire,Red,Winter
44,Male,Pants,Clothing,88,Utah,Red,Summer
65,Male,Skirt,Clothing,33,Alabama,Pink,Fall
65,Male,T-shirt,Clothing,99,Iowa,Purple,Fall
54,Male,Jacket,Outerwear,76,Kentucky,Cyan,Spring
56,Male,Scarf,Accessories,97,South Carolina,Cyan,Summer
58,Male,Pants,Clothing,68,California,Charcoal,Summer
54,Male,Sneakers,Footwear,79,Maine,Red,Fall
58,Male,Jeans,Clothing,86,Nebraska,Peach,Fall
48,Male,Hat,Accessories,68,Washington,Black,Winter
19,Male,Skirt,Clothing,52,Alabama,Black,Fall
69,Male,Sandals,Footwear,90,Maine,Purple,Fall
58,Male,Sandals,Footwear,41,California,Violet,Winter
49,Male,Sweater,Clothing,80,Iowa,Orange,Spring
32,Male,Sweater,Clothing,100,Iowa,Charcoal,Winter
40,Male,Jacket,Outerwear,77,Colorado,Turquoise,Spring
25,Male,Shorts,Clothing,78,California,Yellow,Spring
70,Male,Socks,Clothing,94,Indiana,White,Spring
69,Male,Socks,Clothing,23,South Carolina,Gray,Fall
45,Male,Hoodie,Clothing,20,Wisconsin,Blue,Winter
29,Male,Socks,Clothing,86,Washington,Maroon,Fall
47,Male,Boots,Footwear,60,South Dakota,Violet,Fall
28,Male,Shirt,Clothing,70,Minnesota,Orange,Fall
64,Male,Belt,Accessories,39,Alaska,Turquoise,Fall
47,Male,Backpack,Accessories,37,Kentucky,Olive,Fall
60,Male,Boots,Footwear,29,North Dakota,Brown,Fall
67,Male,Coat,Outerwear,35,Alaska,Green,Winter
35,Male,Hoodie,Clothing,83,Oklahoma,Brown,Winter
30,Male,Shoes,Footwear,77,Delaware,Silver,Summer
23,Male,Shoes,Footwear,37,Montana,White,Summer
70,Male,Jewelry,Accessories,69,Alaska,Gold,Summer
21,Male,Dress,Clothing,66,California,Green,Winter
51,Male,Boots,Footwear,26,Massachusetts,Teal,Spring
22,Male,Hat,Accessories,63,South Carolina,Charcoal,Spring
32,Male,Backpack,Accessories,38,West Virginia,Maroon,Summer
37,Male,Shoes,Footwear,58,Oregon,Lavender,Summer
31,Male,Handbag,Accessories,46,Massachusetts,Green,Winter
44,Male,Sunglasses,Accessories,92,West Virginia,Pink,Fall
40,Male,Hat,Accessories,32,California,Charcoal,Winter
27,Male,Scarf,Accessories,90,Colorado,Blue,Spring
47,Male,Hoodie,Clothing,23,Indiana,Purple,Fall
41,Male,Backpack,Accessories,25,Delaware,Gold,Fall
51,Male,Sweater,Clothing,54,Ohio,Purple,Fall
53,Male,Shorts,Clothing,72,Oklahoma,Charcoal,Summer
43,Male,Scarf,Accessories,33,California,Black,Winter
67,Male,Hat,Accessories,43,New Hampshire,Lavender,Fall
61,Male,Coat,Outerwear,51,Pennsylvania,Lavender,Fall
68,Male,Jewelry,Accessories,85,Idaho,Lavender,Winter
67,Male,Sandals,Footwear,100,Maryland,Olive,Summer
29,Male,Gloves,Accessories,72,Pennsylvania,Teal,Spring
50,Male,Backpack,Accessories,57,Colorado,Maroon,Fall
61,Male,Jacket,Outerwear,94,Indiana,Cyan,Spring
19,Male,Backpack,Accessories,34,Nebraska,Charcoal,Summer
33,Male,Backpack,Accessories,89,Rhode Island,Black,Fall
51,Male,Sunglasses,Accessories,27,Kansas,Red,Fall
69,Male,Socks,Clothing,63,Georgia,Peach,Spring
19,Male,Shoes,Footwear,70,Nevada,White,Fall
55,Male,Pants,Clothing,87,South Carolina,Pink,Fall
49,Male,Jewelry,Accessories,79,Delaware,Red,Fall
31,Male,Sunglasses,Accessories,79,New Hampshire,Indigo,Spring
42,Male,Sandals,Footwear,44,Oregon,Black,Winter
69,Male,Sweater,Clothing,85,Massachusetts,White,Fall
26,Male,Shoes,Footwear,90,Vermont,Beige,Spring
41,Male,Jewelry,Accessories,94,Mississippi,Silver,Fall
55,Male,Boots,Footwear,68,Washington,Violet,Summer
35,Male,Backpack,Accessories,51,Wyoming,Red,Winter
66,Male,Sandals,Footwear,33,Minnesota,Orange,Spring
36,Male,Sneakers,Footwear,60,Ohio,Teal,Summer
27,Male,Hoodie,Clothing,59,South Carolina,Brown,Fall
41,Male,Handbag,Accessories,30,Wisconsin,Indigo,Summer
21,Male,Sweater,Clothing,20,Tennessee,Cyan,Winter
53,Male,Sandals,Footwear,20,Maryland,Blue,Summer
54,Male,Dress,Clothing,24,Mississippi,Olive,Spring
53,Male,Skirt,Clothing,88,Minnesota,Gray,Summer
47,Male,Blouse,Clothing,78,Alaska,Red,Winter
64,Male,Skirt,Clothing,25,Arkansas,Red,Spring
18,Male,Sweater,Clothing,57,Oregon,Green,Winter
68,Male,Backpack,Accessories,93,Louisiana,Blue,Summer
62,Male,Hoodie,Clothing,42,Oklahoma,Purple,Summer
51,Male,Boots,Footwear,54,Indiana,Pink,Spring
54,Male,Blouse,Clothing,70,Mississippi,Charcoal,Summer
22,Male,Hoodie,Clothing,31,Michigan,Brown,Winter
53,Male,Pants,Clothing,93,Delaware,Orange,Spring
34,Male,Gloves,Accessories,40,Florida,Magenta,Spring
32,Male,Hat,Accessories,32,Arkansas,Yellow,Summer
64,Male,Sunglasses,Accessories,27,Minnesota,Beige,Winter
20,Male,Scarf,Accessories,68,North Dakota,Olive,Winter
24,Male,Handbag,Accessories,59,California,Gray,Summer
20,Male,Handbag,Accessories,36,Mississippi,Purple,Fall
42,Male,Jeans,Clothing,23,Pennsylvania,Beige,Summer
48,Male,Jacket,Outerwear,80,Arizona,White,Winter
62,Male,Backpack,Accessories,37,Louisiana,White,Fall
62,Male,Shorts,Clothing,52,Virginia,Gold,Spring
50,Male,Coat,Outerwear,79,Montana,Olive,Fall
57,Male,Shirt,Clothing,68,Iowa,Green,Fall
24,Male,Gloves,Accessories,98,Illinois,Magenta,Fall
59,Male,Dress,Clothing,83,Alaska,Charcoal,Fall
63,Male,Pants,Clothing,83,Colorado,Indigo,Winter
41,Male,Pants,Clothing,55,New Mexico,Peach,Spring
35,Male,Hoodie,Clothing,26,Colorado,Turquoise,Winter
34,Male,Sunglasses,Accessories,76,Arizona,Blue,Winter
49,Male,T-shirt,Clothing,85,Hawaii,Turquoise,Fall
43,Male,Jacket,Outerwear,89,Illinois,Gray,Spring
63,Male,Sweater,Clothing,41,Louisiana,Purple,Spring
38,Male,Jacket,Outerwear,30,Iowa,Black,Winter
59,Male,Socks,Clothing,53,Washington,Peach,Winter
35,Male,Shirt,Clothing,66,Oklahoma,Indigo,Spring
48,Male,Jewelry,Accessories,33,Washington,Beige,Winter
64,Male,Sunglasses,Accessories,86,Arkansas,Yellow,Spring
28,Male,Pants,Clothing,60,Connecticut,Peach,Winter
60,Male,Socks,Clothing,62,Washington,Turquoise,Summer
27,Male,Blouse,Clothing,74,Maine,Teal,Fall
56,Male,Sandals,Footwear,95,Michigan,Turquoise,Fall
58,Male,Sneakers,Footwear,25,Tennessee,Magenta,Spring
30,Male,Shirt,Clothing,59,Louisiana,Purple,Winter
23,Male,Jacket,Outerwear,29,Missouri,Brown,Summer
33,Male,Sandals,Footwear,36,Michigan,Violet,Winter
63,Male,Hat,Accessories,82,Alabama,Yellow,Summer
70,Male,Blouse,Clothing,71,Massachusetts,Magenta,Winter
70,Male,Sweater,Clothing,35,Indiana,Beige,Fall
19,Male,Gloves,Accessories,38,West Virginia,Turquoise,Winter
25,Male,Scarf,Accessories,59,Michigan,Peach,Summer
19,Male,Hoodie,Clothing,91,Pennsylvania,Orange,Summer
25,Male,Shorts,Clothing,68,Alaska,Red,Spring
60,Male,Backpack,Accessories,21,Massachusetts,Silver,Summer
35,Male,Sunglasses,Accessories,95,North Dakota,Cyan,Spring
46,Male,Shorts,Clothing,52,Vermont,Turquoise,Spring
41,Male,Dress,Clothing,21,Kentucky,Charcoal,Fall
30,Male,Shorts,Clothing,67,Nevada,Peach,Summer
44,Male,Belt,Accessories,42,Utah,Green,Fall
61,Male,Scarf,Accessories,63,North Dakota,Brown,Summer
55,Male,Boots,Footwear,41,Iowa,Yellow,Winter
50,Male,Handbag,Accessories,46,Connecticut,Charcoal,Fall
57,Male,Pants,Clothing,79,Wisconsin,Olive,Winter
51,Male,Boots,Footwear,90,Idaho,Red,Fall
18,Male,Shirt,Clothing,71,Montana,White,Winter
63,Male,Dress,Clothing,87,Connecticut,Pink,Summer
34,Male,Hoodie,Clothing,66,Idaho,Black,Spring
25,Male,Pants,Clothing,90,Arkansas,Indigo,Summer
46,Male,Jeans,Clothing,47,Iowa,Turquoise,Summer
59,Male,Shirt,Clothing,38,Louisiana,Purple,Spring
37,Male,Backpack,Accessories,50,Kentucky,Beige,Summer
49,Male,Jacket,Outerwear,79,Massachusetts,Charcoal,Summer
22,Male,Scarf,Accessories,91,Virginia,Turquoise,Spring
64,Male,Boots,Footwear,60,New Hampshire,Maroon,Spring
42,Male,Blouse,Clothing,81,New Hampshire,Black,Summer
37,Male,Hoodie,Clothing,90,Oregon,Lavender,Summer
26,Male,Jacket,Outerwear,70,South Dakota,Magenta,Fall
33,Male,Jeans,Clothing,63,Delaware,Green,Spring
30,Male,Jewelry,Accessories,29,Missouri,Olive,Spring
21,Male,Socks,Clothing,90,Alaska,Green,Spring
22,Male,Shirt,Clothing,22,Florida,Peach,Summer
63,Male,Shorts,Clothing,22,Mississippi,Turquoise,Summer
33,Male,Jewelry,Accessories,62,New Mexico,Orange,Fall
43,Male,Blouse,Clothing,57,California,Silver,Summer
27,Male,Sweater,Clothing,32,Wyoming,Blue,Summer
35,Male,Jewelry,Accessories,53,Missouri,Cyan,Fall
37,Male,T-shirt,Clothing,79,New Hampshire,Green,Fall
61,Male,Hat,Accessories,61,Texas,Silver,Winter
32,Male,Shorts,Clothing,78,North Dakota,Yellow,Summer
62,Male,Sweater,Clothing,97,Arkansas,Gray,Winter
29,Male,Jeans,Clothing,78,Nebraska,Pink,Winter
41,Male,Sunglasses,Accessories,56,Minnesota,Beige,Summer
48,Male,Boots,Footwear,25,Massachusetts,Indigo,Summer
43,Male,Coat,Outerwear,28,Arkansas,Red,Spring
34,Male,Shirt,Clothing,57,New Hampshire,Blue,Spring
45,Male,Dress,Clothing,36,Rhode Island,Cyan,Fall
65,Male,Shirt,Clothing,69,New Jersey,Violet,Winter
61,Male,Sunglasses,Accessories,48,Montana,Orange,Fall
18,Male,Dress,Clothing,58,Colorado,Maroon,Spring
47,Male,Sunglasses,Accessories,24,Nebraska,Teal,Spring
56,Male,Sunglasses,Accessories,31,Minnesota,Orange,Winter
64,Male,Shorts,Clothing,29,Minnesota,Purple,Summer
26,Male,Jeans,Clothing,69,South Dakota,Orange,Summer
22,Male,T-shirt,Clothing,79,West Virginia,Yellow,Summer
64,Male,Pants,Clothing,39,Nevada,Charcoal,Summer
21,Male,Sunglasses,Accessories,84,North Carolina,Gray,Fall
67,Male,Boots,Footwear,66,Illinois,Charcoal,Spring
46,Male,T-shirt,Clothing,92,Michigan,Orange,Fall
40,Male,Sandals,Footwear,45,Michigan,Red,Winter
51,Male,Shorts,Clothing,74,Oklahoma,Gold,Spring
35,Male,Hat,Accessories,39,South Dakota,Brown,Fall
56,Male,Scarf,Accessories,71,Oklahoma,Olive,Winter
25,Male,T-shirt,Clothing,95,Maryland,Violet,Fall
65,Male,Gloves,Accessories,72,Ohio,Indigo,Fall
39,Male,Scarf,Accessories,85,Ohio,Yellow,Fall
47,Male,Boots,Footwear,54,Massachusetts,Teal,Fall
36,Male,Gloves,Accessories,41,North Carolina,Pink,Spring
66,Male,Coat,Outerwear,24,Florida,Violet,Spring
62,Male,Belt,Accessories,99,Montana,Orange,Summer
41,Male,Hoodie,Clothing,32,Minnesota,Red,Fall
66,Male,Shoes,Footwear,71,Massachusetts,Peach,Summer
51,Male,Dress,Clothing,49,Rhode Island,Green,Winter
33,Male,Gloves,Accessories,50,Minnesota,Violet,Fall
57,Male,Jewelry,Accessories,91,Nevada,Yellow,Fall
45,Male,Belt,Accessories,46,New Mexico,Pink,Fall
61,Male,Sweater,Clothing,50,North Carolina,Brown,Spring
55,Male,Skirt,Clothing,39,Virginia,Silver,Fall
54,Male,Sneakers,Footwear,99,Alaska,Pink,Summer
57,Male,Gloves,Accessories,48,Nevada,Cyan,Winter
27,Male,Coat,Outerwear,77,Pennsylvania,Brown,Fall
64,Male,Backpack,Accessories,95,Illinois,Red,Spring
52,Male,Socks,Clothing,100,Delaware,Silver,Spring
19,Male,Sneakers,Footwear,54,Vermont,Gray,Spring
22,Male,Sweater,Clothing,68,Hawaii,Cyan,Fall
18,Male,Jeans,Clothing,22,Illinois,Teal,Fall
29,Male,Hat,Accessories,84,California,Indigo,Winter
42,Male,Hat,Accessories,46,Nevada,Yellow,Summer
49,Male,Handbag,Accessories,53,Kentucky,Gold,Winter
49,Male,Shirt,Clothing,60,Alabama,Maroon,Spring
55,Male,Socks,Clothing,32,Wyoming,Silver,Spring
29,Male,Socks,Clothing,50,Massachusetts,Yellow,Summer
60,Male,Dress,Clothing,94,Utah,Blue,Spring
34,Male,Shoes,Footwear,26,New York,Turquoise,Spring
30,Male,Scarf,Accessories,44,Vermont,Indigo,Winter
28,Male,Hoodie,Clothing,57,Hawaii,Green,Summer
63,Male,T-shirt,Clothing,65,Louisiana,Purple,Winter
31,Male,Jeans,Clothing,72,Alabama,Peach,Winter
46,Male,Shorts,Clothing,62,Louisiana,Purple,Spring
70,Male,Hat,Accessories,21,Indiana,Teal,Winter
53,Male,Handbag,Accessories,85,Michigan,Green,Spring
50,Male,Pants,Clothing,51,Rhode Island,Yellow,Summer
33,Male,Handbag,Accessories,84,Idaho,Purple,Fall
22,Male,Sweater,Clothing,37,Louisiana,Indigo,Summer
50,Male,Scarf,Accessories,44,North Carolina,Magenta,Summer
34,Male,Sneakers,Footwear,45,New Jersey,Violet,Spring
24,Male,Pants,Clothing,35,Alabama,Maroon,Summer
69,Male,Backpack,Accessories,50,Kentucky,Yellow,Winter
39,Male,Sandals,Footwear,26,New York,Beige,Summer
42,Male,Socks,Clothing,78,Arizona,Black,Fall
42,Male,Coat,Outerwear,82,Maryland,Violet,Fall
29,Male,Socks,Clothing,39,Alaska,Violet,Spring
55,Male,Belt,Accessories,55,Nevada,Brown,Summer
32,Male,Socks,Clothing,20,Utah,Gold,Summer
25,Male,Belt,Accessories,29,New Mexico,Blue,Fall
38,Male,Pants,Clothing,41,Delaware,Teal,Winter
32,Male,Shorts,Clothing,38,Connecticut,Silver,Winter
43,Male,Boots,Footwear,47,Mississippi,Maroon,Summer
41,Male,Dress,Clothing,30,Connecticut,White,Summer
56,Male,Jeans,Clothing,56,Florida,Charcoal,Summer
27,Male,T-shirt,Clothing,89,New York,Brown,Winter
46,Male,Shoes,Footwear,96,Wisconsin,Lavender,Fall
48,Male,Boots,Footwear,81,South Carolina,Violet,Fall
52,Male,Scarf,Accessories,83,South Dakota,Lavender,Fall
18,Male,Sneakers,Footwear,35,Illinois,Green,Winter
64,Male,Boots,Footwear,56,Alaska,Olive,Summer
54,Male,Handbag,Accessories,45,Montana,Olive,Summer
31,Male,Shirt,Clothing,62,Minnesota,Pink,Winter
30,Male,Hat,Accessories,84,West Virginia,Teal,Spring
26,Male,Sweater,Clothing,24,Illinois,Cyan,Summer
25,Male,Handbag,Accessories,21,Nevada,Gray,Spring
59,Male,Shirt,Clothing,91,Idaho,Peach,Winter
55,Male,Sunglasses,Accessories,36,Colorado,Teal,Winter
56,Male,Sneakers,Footwear,39,Louisiana,Turquoise,Spring
62,Male,Hoodie,Clothing,39,Vermont,Green,Spring
35,Male,Shirt,Clothing,59,Mississippi,Magenta,Winter
51,Male,Sunglasses,Accessories,27,Georgia,Green,Winter
61,Male,Blouse,Clothing,94,Georgia,White,Spring
27,Male,Belt,Accessories,94,Nebraska,Brown,Fall
54,Male,Dress,Clothing,94,Massachusetts,Purple,Winter
31,Male,Shoes,Footwear,51,Colorado,Green,Fall
24,Male,Socks,Clothing,62,Nevada,Peach,Fall
42,Male,Socks,Clothing,57,Idaho,Silver,Spring
41,Male,Shorts,Clothing,76,Wyoming,Maroon,Fall
66,Male,Gloves,Accessories,63,Washington,Red,Summer
58,Male,Jacket,Outerwear,80,California,Blue,Fall
43,Male,Handbag,Accessories,68,Oklahoma,Purple,Fall
52,Male,Backpack,Accessories,89,Nevada,Indigo,Summer
35,Male,Boots,Footwear,26,Maryland,Indigo,Summer
23,Male,Gloves,Accessories,90,West Virginia,Violet,Winter
25,Male,Hoodie,Clothing,28,Illinois,Brown,Spring
33,Male,Coat,Outerwear,29,Kentucky,Gray,Spring
48,Male,Shirt,Clothing,31,Illinois,Teal,Spring
42,Male,Shirt,Clothing,24,Alabama,Teal,Summer
55,Male,Sweater,Clothing,88,Texas,Beige,Summer
59,Male,Shirt,Clothing,87,Missouri,Violet,Spring
65,Male,Hoodie,Clothing,80,Pennsylvania,Beige,Summer
59,Male,Sandals,Footwear,48,Missouri,Purple,Winter
31,Male,Belt,Accessories,21,Michigan,Charcoal,Winter
49,Male,Boots,Footwear,72,Kentucky,Pink,Spring
53,Male,Hoodie,Clothing,44,New Jersey,Blue,Fall
48,Male,Sandals,Footwear,73,Delaware,Lavender,Fall
23,Male,Jeans,Clothing,61,Missouri,Charcoal,Spring
68,Male,Shoes,Footwear,20,Connecticut,Turquoise,Winter
35,Male,Sandals,Footwear,86,Massachusetts,Red,Summer
34,Male,Dress,Clothing,60,Florida,Yellow,Spring
62,Male,Hat,Accessories,43,Delaware,Orange,Winter
21,Male,Pants,Clothing,44,California,Blue,Spring
70,Male,Socks,Clothing,76,Oregon,Gold,Spring
55,Male,Shirt,Clothing,33,Alaska,Gold,Summer
43,Male,Shorts,Clothing,60,Missouri,Cyan,Fall
19,Male,Jacket,Outerwear,26,Oklahoma,Olive,Fall
47,Male,Hoodie,Clothing,73,Wisconsin,Teal,Winter
26,Male,Shoes,Footwear,87,South Carolina,Maroon,Spring
46,Male,Skirt,Clothing,100,Virginia,Green,Spring
19,Male,Coat,Outerwear,84,Arkansas,Charcoal,Winter
49,Male,Sneakers,Footwear,41,Vermont,Cyan,Summer
51,Male,Jeans,Clothing,59,Kentucky,Charcoal,Winter
64,Male,Blouse,Clothing,26,Colorado,Charcoal,Winter
67,Male,Sunglasses,Accessories,69,New Mexico,Lavender,Summer
37,Male,Jacket,Outerwear,20,Colorado,Turquoise,Spring
40,Male,Dress,Clothing,83,North Carolina,Green,Summer
38,Male,Hat,Accessories,54,New Hampshire,Silver,Spring
66,Male,Hoodie,Clothing,66,West Virginia,Blue,Fall
47,Male,Handbag,Accessories,42,Hawaii,Charcoal,Spring
56,Male,Jeans,Clothing,33,North Dakota,Pink,Spring
